Week,player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
9,Rondale Moore,62890,WR,ARZ,1,4,0,0,0.0,0,0,3,0,0,0,8,0.0,0,0,1,0,4,70.0,49.0,76.3,,,56.7,48.7,31.6,4,0,5,1,25,8,0,0,1,5,0,3,8,2.0,0.8,0.2,0
9,Emanuel Wilson,154173,HB,GB,1,4,0,1,72.1,31,0,43,0,0,0,9,0.0,1,1,12,0,2,68.6,91.0,68.9,,,59.5,87.2,60.0,31,0,0,0,1,7,0,0,0,4,0,43,9,2.25,10.8,0.0,2
9,Zach Charbonnet,97630,HB,SEA,1,4,0,0,0.0,0,0,8,0,0,0,8,0.0,0,1,29,0,1,69.4,57.6,76.3,,83.3,54.4,56.6,60.0,4,0,5,1,18,5,0,0,1,5,0,8,8,2.0,2.0,0.28,2
9,Ke'Shawn Vaughn,45866,HB,TB,1,4,3,0,0.0,0,0,9,0,0,3,11,165.0,0,0,30,0,2,69.4,70.4,68.0,,,65.0,68.0,,4,0,-1,1,1,4,0,0,1,5,0,9,11,2.75,2.3,-1.0,2
9,Tony Jones Jr.,40498,HB,ARZ,1,3,0,0,0.0,0,0,2,1,0,0,7,0.0,0,1,1,0,1,69.0,42.5,73.4,,31.0,33.0,49.9,,4,0,5,2,12,3,0,0,3,5,0,2,7,2.33,0.7,0.42,2
9,Justin Herbert,28237,QB,LAC,1,3,1,0,0.0,0,0,0,0,0,0,0,0.0,1,1,27,1,0,28.1,68.6,78.6,67.2,,,62.8,60.0,10,0,0,0,0,19,17,2,0,1,0,17,14,4.67,5.7,,0
9,Salvon Ahmed,57472,HB,MIA,1,3,0,0,0.0,0,0,4,0,0,0,8,0.0,0,0,17,0,0,69.0,59.8,72.8,,,57.2,61.4,59.5,9,0,8,2,14,5,0,0,3,5,0,4,8,2.67,1.3,0.57,3
9,Joshua Kelley,13750,HB,LAC,1,3,1,0,0.0,0,0,18,0,0,1,8,66.7,1,1,27,0,2,68.2,58.7,74.4,,21.6,58.0,63.4,60.0,12,0,4,1,12,5,0,0,1,4,0,18,8,2.67,6.0,0.33,1
9,Mac Jones,60323,QB,NE,1,3,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,19,0,0,80.2,68.8,78.9,69.2,,,54.8,60.0,3,0,0,0,0,17,5,2,0,1,0,3,0,0.0,1.0,,0
9,Pierre Strong Jr.,66619,HB,CLV,1,3,0,0,0.0,0,0,9,0,0,0,8,0.0,0,0,8,0,0,68.2,48.8,68.0,,,63.8,49.0,,4,0,-7,1,2,3,0,0,1,4,0,9,8,2.67,3.0,-3.5,3
9,Kenneth Gainwell,77737,HB,PHI,1,3,0,0,0.0,0,0,22,0,0,0,17,0.0,1,2,24,0,1,68.2,72.4,78.1,,83.5,55.3,75.2,60.0,12,0,1,1,11,6,0,0,1,4,1,22,17,5.67,7.3,0.09,2
9,Jamaal Williams,11889,HB,NO,1,3,0,0,0.0,0,0,6,0,0,0,3,0.0,0,0,20,0,3,69.0,56.4,75.6,,61.2,62.0,55.6,54.9,3,0,6,2,10,12,0,0,2,5,0,6,3,1.0,2.0,0.6,0
9,Derek Carr,8671,QB,NO,1,3,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,20,0,0,78.9,76.3,78.1,77.4,,,53.8,60.0,4,0,0,0,0,16,4,1,0,2,0,3,0,0.0,1.0,,0
9,Deshaun Watson,11767,QB,CLV,1,3,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,8,0,0,78.4,78.5,79.1,78.5,,,59.1,60.8,13,0,0,0,0,31,22,3,0,0,0,22,4,1.33,7.3,,0
9,Chase Edmonds,45851,HB,TB,1,3,1,0,0.0,0,0,-5,0,0,1,-3,-25.0,0,0,30,0,1,68.2,53.0,69.3,,,60.0,52.9,,2,0,-1,1,4,3,0,0,1,4,0,-5,-3,-1.0,-1.7,-0.25,2
9,Brett Rypien,46487,QB,LA,1,3,0,0,0.0,0,1,0,0,0,0,,100.0,0,1,26,2,0,20.3,54.6,0.0,52.6,,,70.7,60.0,8,2,0,0,0,22,19,3,0,0,0,19,0,0.0,6.3,,0
9,Trayveon Williams,45775,HB,CIN,1,3,0,0,0.0,0,0,13,0,0,0,9,0.0,0,0,7,0,2,71.6,61.4,73.9,,23.8,56.5,66.0,60.0,7,0,0,0,4,6,0,0,0,3,0,13,9,3.0,4.3,0.0,1
9,Taylor Heinicke,9896,QB,ATL,1,3,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,2,0,0,79.5,53.5,79.3,52.7,,,60.2,60.0,13,0,0,0,0,26,20,3,0,0,0,20,2,0.67,6.7,,0
9,Calvin Austin III,61418,WR,PIT,1,2,0,0,0.0,0,0,10,0,0,0,3,0.0,0,1,25,0,0,71.5,55.4,75.5,,,55.2,59.5,57.3,8,0,0,0,6,10,0,0,1,2,0,10,3,1.5,5.0,0.0,0
9,Dalvin Cook,11796,HB,NYJ,1,2,1,0,0.0,0,0,7,0,0,1,6,100.0,0,0,22,0,1,68.2,73.8,72.6,,,60.3,73.1,,4,0,1,1,4,3,0,0,2,3,0,7,6,3.0,3.5,0.25,1
9,Daniel Jones,39395,QB,NYG,1,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,21,0,0,73.0,41.8,75.0,36.8,,,65.4,60.0,9,0,0,0,0,9,9,1,0,1,0,9,5,2.5,4.5,,0
9,Jeff Wilson Jr.,29413,HB,MIA,1,2,0,0,0.0,0,0,6,1,0,0,5,0.0,0,1,17,0,0,68.7,55.7,71.5,,,49.8,61.9,60.0,6,0,32,3,8,3,0,0,4,5,0,6,5,2.5,3.0,4.0,2
9,Tank Dell,78874,WR,HST,1,2,1,0,0.0,0,0,2,2,0,1,5,31.3,0,0,13,0,1,73.5,76.8,78.9,,,75.9,64.8,56.2,2,0,114,6,39,16,0,0,11,8,0,2,5,2.5,1.0,2.92,0
9,Ameer Abdullah,9487,HB,LV,1,2,0,0,0.0,0,0,8,0,0,0,6,0.0,0,0,23,0,2,67.8,63.1,73.4,,22.8,72.6,63.3,,5,0,17,2,3,2,0,0,2,4,0,8,6,3.0,4.0,5.67,0
9,Rashaad Penny,27414,HB,PHI,1,2,0,0,0.0,0,0,8,0,0,0,3,0.0,0,0,24,0,0,65.2,59.1,66.4,,,,59.3,,6,0,0,0,0,2,0,0,0,2,0,8,3,1.5,4.0,,2
9,Geno Smith,7820,QB,SEA,1,2,1,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,29,1,0,78.3,59.4,78.0,56.0,,,68.3,60.0,5,0,0,0,0,14,5,1,0,1,0,4,12,6.0,2.0,,0
9,Latavius Murray,7962,HB,BUF,1,2,0,0,0.0,0,0,4,0,0,0,2,0.0,0,2,4,0,2,66.7,66.9,78.4,,82.5,53.9,69.9,60.0,2,0,6,1,16,4,0,0,1,3,0,4,2,1.0,2.0,0.38,0
9,Roschon Johnson,99467,HB,CHI,1,2,0,0,0.0,0,0,6,0,0,0,6,0.0,0,0,6,0,1,67.8,58.5,76.1,,77.8,64.1,53.5,,4,0,9,1,12,2,0,0,2,3,0,6,6,3.0,3.0,0.75,1
9,Rico Dowdle,40693,HB,DAL,1,2,0,0,0.0,0,0,8,0,0,0,3,0.0,0,0,9,0,1,67.7,64.1,76.5,,,53.2,68.8,,5,0,0,0,12,2,0,0,0,2,0,8,3,1.5,4.0,0.0,1
9,Jaren Hall,82094,QB,MIN,1,2,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,18,0,0,70.3,54.7,72.9,62.5,,,49.9,60.0,8,0,0,0,0,3,11,2,0,0,0,11,4,2.0,5.5,,0
9,Tua Tagovailoa,60326,QB,MIA,1,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,17,1,0,29.0,66.7,78.9,72.2,,,36.6,60.0,7,1,0,0,0,22,7,1,0,1,0,7,0,0.0,3.5,,0
9,Matt Breida,12271,HB,NYG,1,2,0,0,0.0,0,0,5,1,0,0,2,0.0,0,1,21,0,0,66.7,45.7,75.9,,67.2,30.4,55.4,60.0,3,0,6,1,14,3,0,0,2,3,0,5,2,1.0,2.5,0.43,2
9,Zach Wilson,82096,QB,NYJ,1,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,22,3,1,38.1,59.0,79.8,59.5,,,55.5,60.2,7,0,0,0,0,21,7,1,0,1,0,7,0,0.0,3.5,,0
9,Treylon Burks,99218,WR,TEN,1,1,1,0,0.0,0,0,5,0,0,1,14,466.7,0,0,31,0,0,66.2,61.2,77.6,,,58.8,63.1,60.6,5,0,23,2,24,11,0,0,3,3,0,5,14,14.0,5.0,0.96,0
9,Cordarrelle Patterson,7810,HB,ATL,1,1,0,0,,0,0,0,0,0,0,4,0.0,0,0,2,0,0,67.8,77.5,71.6,,76.4,71.0,66.1,,0,0,3,1,4,2,0,0,1,2,0,0,4,4.0,0.0,0.75,1
9,Jerick McKinnon,8731,HB,KC,1,1,0,0,0.0,0,0,2,0,0,0,1,0.0,0,0,16,0,0,68.3,62.2,75.5,,82.2,71.5,56.3,60.0,2,0,22,2,7,3,0,0,2,3,0,2,1,1.0,2.0,3.14,1
9,Tyreek Hill,10799,WR,MIA,1,1,0,0,0.0,0,0,3,2,4,0,3,133.3,0,0,17,1,0,19.9,58.9,78.5,,,59.1,59.2,58.5,3,0,62,8,34,20,0,0,10,9,0,3,3,3.0,3.0,1.82,0
9,Jonnu Smith,11855,TE,ATL,1,1,0,0,,0,0,0,0,2,0,1,33.3,0,0,2,0,0,69.1,81.5,79.2,,64.1,81.6,56.9,68.5,0,0,100,5,24,11,0,0,6,6,0,0,1,1.0,0.0,4.17,0
9,La'Mical Perine,26408,HB,KC,1,1,0,0,0.0,0,0,1,0,0,0,1,0.0,0,0,16,0,0,61.9,58.5,66.8,,73.4,60.0,59.4,60.0,1,0,0,0,1,2,0,0,0,1,0,1,1,1.0,1.0,0.0,1
9,Ben Skowronek,27948,WR,LA,1,1,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,26,0,0,61.9,50.1,73.6,,,56.2,56.2,58.5,-2,0,0,0,3,11,0,0,0,1,0,-2,0,0.0,-2.0,0.0,0
9,Mike Boone,31615,HB,HST,1,1,0,0,0.0,0,0,3,0,0,0,2,0.0,0,0,13,0,1,65.8,53.0,75.8,,,51.1,57.3,60.0,3,0,0,0,16,2,0,0,0,1,0,3,2,2.0,3.0,0.0,0
9,Darrynton Evans,40692,HB,CHI,1,1,0,0,0.0,0,0,2,0,0,0,0,0.0,0,0,6,0,0,66.2,73.9,70.6,,74.6,81.3,59.5,,2,0,19,2,4,1,0,0,2,3,0,2,0,0.0,2.0,4.75,1
9,Jakobi Meyers,47468,WR,LV,1,1,0,1,100.0,17,0,17,2,0,0,0,0.0,1,1,23,0,0,66.2,58.6,77.6,,,58.0,62.1,52.8,17,1,38,2,21,28,0,0,5,3,1,17,0,0.0,17.0,1.81,0
9,KaVontae Turpin,47658,WR,DAL,1,1,1,0,,0,0,0,0,0,1,0,0.0,0,0,9,0,0,71.0,62.7,75.0,,,64.3,58.7,60.0,0,0,5,1,11,2,0,0,1,2,0,0,0,0.0,0.0,0.45,0
9,Deon Jackson,57189,HB,NYG,1,1,0,0,0.0,0,0,2,0,0,0,1,0.0,0,0,21,0,0,61.9,54.8,66.8,,,,57.7,,2,0,0,0,0,1,0,0,0,1,0,2,1,1.0,2.0,,0
9,Raheem Blackshear,57385,HB,CAR,1,1,0,0,,0,0,0,0,0,0,1,0.0,0,0,5,0,0,67.2,56.5,72.0,,,56.6,59.7,,0,0,5,1,6,1,0,0,1,2,0,0,1,1.0,0.0,0.83,1
9,Kenny Pickett,60515,QB,PIT,1,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,25,0,0,78.3,78.2,79.0,77.0,,,60.0,60.0,-1,0,0,0,0,30,0,0,0,1,0,-1,0,0.0,-1.0,,0
9,Jayden Reed,78171,WR,GB,1,1,0,1,100.0,21,0,21,0,1,0,1,25.0,1,1,12,0,0,72.1,59.7,0.0,,,62.7,63.1,49.3,21,1,19,3,14,13,0,0,3,4,0,21,1,1.0,21.0,1.36,0
9,Will Levis,83542,QB,TEN,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,31,0,0,80.1,50.8,79.5,51.8,,58.9,56.8,60.5,2,0,0,0,1,25,2,1,0,0,0,2,4,4.0,2.0,0.0,0
9,Jaylen Waddle,84088,WR,MIA,1,1,0,0,0.0,0,0,12,0,0,0,0,0.0,1,1,17,0,0,68.3,82.3,76.9,,,77.7,62.8,80.8,12,0,42,3,21,12,0,0,6,4,0,12,0,0.0,12.0,2.0,0
9,DeAndre Hopkins,7808,WR,TEN,1,1,3,0,0.0,0,0,0,1,2,0,,50.0,0,0,31,0,0,68.0,70.6,78.0,,,70.1,65.6,33.2,5,0,60,4,37,9,5,1,11,4,0,5,8,8.0,5.0,1.62,0
9,Tre Tucker,101106,WR,LV,1,1,0,0,0.0,0,0,4,0,0,0,0,0.0,0,0,23,0,0,66.2,86.6,79.7,,,83.2,63.4,58.5,4,0,52,2,9,19,0,0,3,3,0,4,0,0.0,4.0,5.78,0
9,Demario Douglas,104155,WR,NE,1,1,0,0,,0,0,0,0,2,0,3,100.0,0,0,19,0,0,74.7,75.8,78.2,,,75.2,59.2,61.7,0,0,55,5,38,14,0,0,7,6,0,0,3,3.0,0.0,1.45,0
9,Xavier Hutchinson,122518,WR,HST,1,1,1,0,0.0,0,0,12,0,0,1,4,400.0,1,1,13,0,0,61.9,52.2,0.0,,,55.8,63.1,60.0,12,1,0,0,5,3,0,0,0,1,0,12,4,4.0,12.0,0.0,0
9,Quentin Johnston,123085,WR,LAC,1,1,1,0,0.0,0,0,2,0,0,1,0,0.0,0,0,27,0,0,66.2,57.1,78.0,,,57.7,58.7,62.7,2,0,14,2,35,12,0,0,3,3,0,2,0,0.0,2.0,0.4,0
9,Kendre Miller,123091,HB,NO,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,20,0,1,64.6,62.3,70.8,,,78.5,57.0,,0,0,31,1,5,1,0,0,1,2,0,0,0,0.0,0.0,6.2,0
9,Tyler Scott,123578,WR,CHI,1,1,0,0,0.0,0,0,-5,0,0,0,1,0.0,0,0,6,0,0,61.9,52.7,78.3,,70.2,51.8,56.6,75.3,-5,0,0,0,21,16,0,0,1,1,0,-5,1,1.0,-5.0,0.0,0
9,C.J. Stroud,129759,QB,HST,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,13,1,0,35.3,91.1,79.4,88.4,,,60.0,60.9,10,0,0,0,0,20,0,0,0,0,0,10,,,,,0
Week,player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
10,Devin Singletary,40485,HB,HST,1,30,1,1,14.7,22,0,150,0,0,1,94,10.1,5,7,13,0,17,79.6,70.7,77.2,,79.2,67.6,68.4,60.0,22,0,11,1,23,33,0,0,2,31,1,150,94,3.13,5.0,0.48,13
10,Josh Jacobs,45953,HB,LV,1,27,6,1,34.5,40,0,116,0,0,6,64,49.0,2,4,23,2,12,20.9,70.0,78.9,,79.9,86.7,62.1,59.8,40,0,11,2,18,29,0,0,2,29,0,116,64,2.37,4.3,0.61,11
10,Jonathan Taylor,57488,HB,IND,1,23,2,0,0.0,0,0,69,0,1,2,33,17.9,1,4,14,0,5,78.1,55.2,79.0,,17.2,51.8,59.4,60.0,10,0,6,1,22,24,0,0,1,24,1,69,33,1.43,3.0,0.27,18
10,Bijan Robinson,123126,HB,ATL,1,22,4,1,17.9,17,0,95,0,0,4,60,47.4,4,6,2,0,5,78.5,54.4,79.8,,,54.7,55.4,60.5,17,0,11,1,23,28,0,0,2,23,1,95,60,2.73,4.3,0.48,17
10,D'Onta Foreman,11844,HB,CHI,1,21,3,0,0.0,0,0,80,0,1,3,54,44.7,2,6,6,0,10,77.7,72.6,76.3,,68.5,67.2,70.5,60.0,11,1,12,2,11,25,0,0,2,23,1,80,54,2.57,3.8,1.09,11
10,Javonte Williams,77803,HB,DEN,1,21,3,0,0.0,0,0,79,0,0,3,53,30.3,1,2,10,0,11,78.0,58.3,76.1,,15.7,70.2,58.0,60.0,11,1,31,4,11,24,0,0,4,25,0,79,53,2.52,3.8,2.82,10
10,Rachaad White,131633,HB,TB,1,20,5,0,0.0,0,0,51,0,1,5,51,69.5,1,1,30,0,13,77.4,54.0,77.9,,53.7,60.2,53.1,60.0,11,0,47,2,20,21,0,0,3,22,0,51,51,2.55,2.6,2.35,7
10,Rhamondre Stevenson,98689,HB,NE,1,20,3,0,0.0,0,0,88,1,0,3,59,38.5,1,6,19,0,10,77.6,63.0,76.2,,24.6,39.9,73.4,44.0,10,0,14,3,23,20,0,0,4,23,0,88,59,2.95,4.4,0.61,8
10,Austin Ekeler,12164,HB,LAC,1,19,0,1,25.4,17,0,67,0,1,0,37,8.5,1,3,27,0,7,77.5,66.6,81.0,,55.0,76.6,62.4,60.0,17,0,48,4,22,21,0,0,7,23,1,67,37,1.95,3.5,2.18,12
10,Kenneth Walker III,97199,HB,SEA,1,19,0,0,0.0,0,0,63,0,2,0,42,22.1,1,2,29,0,9,77.1,73.1,77.6,,77.5,88.0,64.3,,13,0,64,1,11,19,0,0,1,20,0,63,42,2.21,3.3,5.82,10
10,Jerome Ford,83601,HB,CLV,1,17,3,1,26.2,28,0,107,0,0,3,70,68.6,3,6,8,0,7,76.4,69.6,78.0,,32.4,55.7,73.9,,28,0,2,1,28,17,0,0,1,18,0,107,70,4.12,6.3,0.07,9
10,Najee Harris,57121,HB,PIT,1,16,1,1,29.3,24,0,82,0,0,1,37,12.2,2,4,25,0,2,76.7,60.1,75.5,,44.9,64.0,59.8,60.0,24,0,14,3,9,19,0,0,4,19,1,82,37,2.31,5.1,1.56,11
10,Christian McCaffrey,11763,HB,SF,1,16,3,2,35.8,34,0,95,0,1,3,47,53.4,4,6,28,0,4,76.6,84.4,77.3,,44.6,84.1,80.9,60.0,19,0,47,6,26,16,0,0,9,22,0,95,47,2.94,5.9,1.81,9
10,James Conner,11860,HB,ARZ,1,16,5,0,0.0,0,0,73,0,0,5,56,109.4,2,5,1,0,3,75.8,61.2,78.6,,80.1,51.5,62.9,60.0,11,0,0,0,14,21,0,0,0,16,0,73,56,3.5,4.6,0.0,13
10,Ty Chandler,62942,HB,MIN,1,15,1,0,0.0,0,0,44,0,0,1,30,13.3,2,3,18,0,5,75.8,65.3,74.7,,78.6,53.0,65.8,60.0,13,0,0,0,11,18,0,0,0,15,1,44,30,2.0,2.9,0.0,8
10,Tony Pollard,27126,HB,DAL,1,15,4,1,27.3,15,0,55,0,0,4,50,88.9,2,3,9,0,4,75.5,60.2,79.1,,80.4,47.8,64.4,60.1,15,0,0,0,28,18,0,0,0,15,0,55,50,3.33,3.7,0.0,10
10,Jaylen Warren,98692,HB,PIT,1,15,9,2,35.6,36,0,101,2,3,9,69,324.7,5,6,25,0,3,75.9,73.1,77.5,,18.0,40.3,83.8,60.0,20,0,9,2,13,17,0,0,4,17,1,101,69,4.6,6.7,0.69,10
10,Jahmyr Gibbs,122474,HB,DET,1,14,3,1,45.5,35,0,77,1,0,3,54,68.1,3,4,11,0,6,75.8,62.5,75.8,,,49.8,66.6,60.0,35,0,35,3,21,16,0,0,5,17,2,77,54,3.86,5.5,1.67,8
10,Aaron Jones,11937,HB,GB,1,13,2,0,0.0,0,0,35,1,1,2,33,44.8,0,1,12,0,6,75.6,58.5,78.7,,72.4,57.3,58.9,60.0,9,0,19,4,21,15,0,0,5,17,0,35,33,2.54,2.7,0.9,7
10,Saquon Barkley,45791,HB,NYG,1,13,1,1,31.8,21,0,66,0,0,1,37,20.3,4,5,21,0,5,74.9,59.2,77.9,,38.9,51.6,62.9,60.0,21,0,-5,1,13,15,0,0,3,14,0,66,37,2.85,5.1,-0.38,8
10,Ezekiel Elliott,10638,HB,NE,1,13,3,0,0.0,0,0,54,0,1,3,34,69.7,0,3,19,0,9,75.5,76.6,73.2,,,82.6,72.0,60.0,9,0,34,2,8,15,0,0,2,15,0,54,34,2.62,4.2,4.25,4
10,Breece Hall,97636,HB,NYJ,1,13,2,0,0.0,0,0,28,0,1,2,24,34.6,0,0,22,0,6,75.8,64.3,78.2,,79.1,67.9,61.3,60.0,7,0,47,3,26,15,0,0,3,16,0,28,24,1.85,2.2,1.81,6
10,David Montgomery,45719,HB,DET,1,12,1,1,64.7,75,0,116,0,0,1,76,52.8,1,3,11,0,4,74.3,86.8,72.3,,73.8,52.1,88.4,,75,0,0,0,10,12,0,0,0,12,1,116,76,6.33,9.7,0.0,8
10,Rico Dowdle,40693,HB,DAL,1,12,5,2,48.1,38,0,79,0,0,5,63,218.8,3,5,9,0,3,75.1,75.4,76.0,,68.8,52.3,76.4,60.0,21,0,0,0,9,12,0,0,0,12,1,79,63,5.25,6.6,0.0,6
10,James Cook,83666,HB,BUF,1,12,3,1,38.5,42,0,109,0,3,3,71,253.6,4,3,4,2,9,15.8,72.8,77.2,,78.3,31.6,81.3,58.9,42,0,12,2,9,14,0,0,2,14,0,109,71,5.92,9.1,1.33,3
10,Gus Edwards,46027,HB,BLT,1,11,2,0,0.0,0,0,24,0,0,2,24,36.4,0,1,3,0,4,74.4,63.6,75.7,,81.6,58.9,62.3,60.0,6,0,4,1,10,12,0,0,1,12,1,24,24,2.18,2.2,0.4,6
10,Derrick Henry,10679,HB,TEN,1,11,1,0,0.0,0,0,24,0,0,1,28,21.2,0,1,31,0,4,74.1,63.3,74.0,,75.3,56.7,63.5,60.0,8,0,-4,1,9,12,0,0,1,12,0,24,28,2.55,2.2,-0.44,7
10,Joe Mixon,11803,HB,CIN,1,11,4,1,32.6,15,0,46,1,1,4,37,129.4,2,4,7,0,9,74.4,63.7,79.1,,,38.6,75.4,60.0,15,0,-1,2,31,13,0,0,3,13,1,46,37,3.36,4.2,-0.03,2
10,Kareem Hunt,11841,HB,CLV,1,10,1,0,0.0,0,0,32,0,0,1,31,31.0,1,3,8,0,7,73.3,56.6,77.3,,77.1,51.7,58.0,60.0,13,0,0,0,12,12,0,0,0,10,1,32,31,3.1,3.2,0.0,3
10,Russell Wilson,7077,QB,DEN,1,9,1,0,0.0,0,0,1,0,0,0,3,0.0,2,3,10,0,0,80.2,84.5,79.7,80.4,,,73.9,60.0,10,0,0,0,0,34,29,4,0,5,0,30,11,1.22,3.3,,1
10,Travis Etienne Jr.,57185,HB,JAX,1,9,1,1,45.7,16,0,35,1,1,1,27,54.5,1,2,15,0,7,73.4,56.2,76.9,,58.3,43.9,62.9,,16,0,9,2,21,9,0,0,4,11,0,35,27,3.0,3.9,0.43,1
10,AJ Dillon,57165,HB,GB,1,9,4,1,57.1,40,0,70,0,0,4,35,155.6,1,2,12,0,5,73.1,67.5,78.2,,24.1,66.5,72.0,60.0,40,0,11,1,15,10,0,0,2,10,0,70,35,3.89,7.8,0.73,4
10,Chuba Hubbard,57373,HB,CAR,1,9,1,0,0.0,0,0,23,0,2,1,23,69.7,0,1,5,0,3,73.7,59.0,76.5,,81.6,66.3,54.3,,9,0,16,2,13,9,0,0,2,11,0,23,23,2.56,2.6,1.23,6
10,Tyler Allgeier,83639,HB,ATL,1,9,1,0,0.0,0,0,31,0,1,1,25,55.6,0,1,2,0,3,73.1,64.2,70.9,,,71.0,62.7,60.0,8,0,7,1,5,12,0,0,1,10,0,31,25,2.78,3.4,1.4,6
10,Alvin Kamara,11822,HB,NO,1,9,2,0,0.0,0,0,42,0,0,2,27,37.5,0,3,20,0,2,75.9,74.4,77.2,,27.0,67.7,83.5,,9,0,33,7,27,12,0,0,7,16,0,42,27,3.0,4.7,1.22,7
10,Latavius Murray,7962,HB,BUF,1,9,3,1,30.9,21,0,68,1,0,3,37,112.1,2,7,4,0,6,73.4,70.4,79.7,,4.2,38.6,85.6,60.0,21,0,1,2,15,10,0,0,3,11,1,68,37,4.11,7.6,0.07,3
10,Alexander Mattison,45817,HB,MIN,1,8,1,0,0.0,0,0,27,0,0,1,21,29.2,0,2,18,0,3,73.1,56.8,75.8,,84.0,54.6,55.2,,9,0,6,1,17,9,0,0,2,9,0,27,21,2.63,3.4,0.35,4
10,Elijah Mitchell,57272,HB,SF,1,8,1,0,0.0,0,0,23,0,0,1,17,26.6,0,1,28,0,1,72.1,62.5,74.5,,68.5,57.7,61.9,60.0,8,0,0,0,2,14,0,0,0,8,0,23,17,2.13,2.9,0.0,7
10,Deshaun Watson,11767,QB,CLV,1,8,1,0,0.0,0,0,-1,0,0,0,0,0.0,1,2,8,1,0,80.2,61.3,79.7,59.2,,,63.4,60.1,16,0,0,0,0,29,38,7,0,1,0,37,46,5.75,4.6,,0
10,Joshua Dobbs,11890,QB,MIN,1,8,1,0,0.0,0,0,11,0,0,1,11,275.0,2,3,18,0,1,80.0,64.6,79.4,63.4,,,62.2,60.3,11,0,0,0,0,29,33,6,0,2,1,44,19,2.38,5.5,,1
10,Brian Robinson,57120,HB,WAS,1,8,6,1,39.5,15,0,38,0,2,6,37,264.3,2,2,32,0,3,74.1,84.2,76.6,,79.7,90.2,79.5,60.0,15,0,119,6,19,10,0,0,6,14,0,38,37,4.63,4.8,6.26,5
10,Lamar Jackson,46416,QB,BLT,1,8,1,0,0.0,0,0,18,0,0,1,13,81.3,0,1,3,0,2,79.0,59.3,0.0,56.5,,,68.8,60.0,9,1,0,0,0,20,23,4,0,4,0,41,29,3.63,5.1,,2
10,Tommy DeVito,60545,QB,NYG,1,7,1,0,0.0,0,0,0,0,0,0,7,0.0,1,1,21,0,0,79.3,39.8,78.5,37.5,,,60.3,60.3,19,0,0,0,0,18,41,5,0,2,0,41,18,2.57,5.9,,0
10,Zach Charbonnet,97630,HB,SEA,1,6,0,0,0.0,0,1,44,0,0,0,16,0.0,3,4,29,0,4,72.4,59.8,79.7,,22.4,55.3,69.6,,12,1,18,4,28,6,0,0,5,10,0,44,16,2.67,7.3,0.64,2
10,Jaleel McLaughlin,138346,HB,DEN,1,6,0,0,0.0,0,0,8,0,0,0,6,0.0,0,0,10,0,0,71.6,53.3,71.8,,,62.1,52.3,,5,0,4,2,5,6,0,0,2,8,0,8,6,1.0,1.3,0.8,6
10,Tyson Bagent,169628,QB,CHI,1,6,0,0,0.0,0,0,-3,0,0,0,1,0.0,0,1,6,0,0,79.3,49.3,79.5,48.8,,,56.8,60.1,7,0,0,0,0,33,15,4,0,2,0,12,21,3.5,2.0,,0
10,Kyler Murray,38334,QB,ARZ,1,6,1,0,0.0,0,0,13,0,0,0,2,0.0,1,2,1,0,0,79.9,65.6,0.0,60.0,,,82.8,60.0,13,2,0,0,0,23,20,2,0,4,1,33,3,0.5,5.5,,2
