Week,player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
1,Charles Woodson,330,S,OAK,1,0,0,23,60.0,0,0,1,2.6,0.0,0,0,0.0,0,38,1,0,0,,0,0,0,0.0,,0,,0,14,0,0
1,Julius Peppers,1010,ED,GB,1,0,0,12,76.6,0,1,30,96.9,6.7,2,0,8.3,2,32,31,3,0,89.8,0,1,17,94.7,11.8,2,14.7,2,19,18,3
1,James Harrison,1251,ED,PIT,1,0,0,25,55.6,0,1,16,94.7,0.0,0,0,3.1,0,19,18,1,0,54.3,0,1,4,100.0,0.0,0,12.5,0,4,4,1
1,Kevin Williams,1325,DI,NO,1,0,0,20,52.9,0,0,10,100.0,0.0,0,0,0.0,0,12,12,0,0,57.0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
1,Terrell Suggs,1326,ED,BLT,1,0,0,3,64.3,0,1,27,79.4,14.8,4,0,1.9,0,34,27,1,0,63.2,0,0,13,81.3,15.4,2,0.0,0,16,13,0
1,Calvin Pace,1334,ED,NYJ,1,0,0,22,47.7,0,0,23,79.3,0.0,0,0,0.0,0,29,23,0,0,48.9,0,0,13,81.3,0.0,0,0.0,0,16,13,0
1,Charles Tillman,1351,CB,CAR,1,0,0,5,59.0,0,0,1,2.7,0.0,0,0,0.0,0,37,1,0,0,59.0,0,0,1,6.3,0.0,0,0.0,0,16,1,0
1,Cory Redding,1381,DI,ARZ,1,0,0,1,57.1,0,0,20,100.0,0.0,0,0,0.0,0,21,21,0,0,54.3,0,0,5,100.0,0.0,0,0.0,0,5,5,0
1,Chris Clemons,1585,ED,JAX,1,1,0,15,69.7,0,1,25,100.0,12.0,3,0,6.0,1,27,27,2,1,73.9,0,1,19,100.0,15.8,3,7.9,1,20,20,2
1,Colin Cole,1589,DI,CAR,1,0,0,5,54.9,0,0,9,100.0,0.0,0,0,0.0,0,10,10,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
