Week,player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
1,Joe Mixon,11803,HB,HST,1,30,4,0,0.0,0,0,159,0,1,4,101,51.0,4,9,13,0,4,80.0,72.9,76.2,,78.6,61.1,72.3,59.0,13,0,19,3,18,34,0,0,3,33,1,159,101,3.37,5.3,1.06,26
1,Jordan Mason,62946,HB,SF,1,28,9,1,16.3,24,0,147,0,0,9,96,106.4,5,9,28,0,5,79.2,73.0,77.6,,79.3,57.7,73.1,60.0,24,0,5,1,22,31,0,0,1,29,1,147,96,3.43,5.3,0.23,23
1,Rhamondre Stevenson,98689,HB,NE,1,25,10,2,27.5,33,0,120,0,0,10,118,168.6,4,8,19,1,15,27.9,75.4,78.1,,26.9,58.9,77.3,60.0,17,0,6,3,21,28,0,0,3,28,1,120,118,4.72,4.8,0.29,10
1,Saquon Barkley,45791,HB,PHI,1,24,2,1,31.2,34,0,109,0,0,2,86,27.6,3,6,24,0,7,78.4,58.0,79.8,,53.6,61.2,57.6,59.4,34,0,23,2,25,32,0,0,2,26,2,109,86,3.58,4.5,0.92,17
1,Najee Harris,57121,HB,PIT,1,20,5,1,28.6,20,0,70,0,1,5,49,70.0,1,3,25,0,1,77.3,61.1,74.2,,67.1,63.3,60.3,60.0,20,0,9,1,12,25,0,0,2,21,0,70,49,2.45,3.5,0.75,19
1,Kenneth Walker III,97199,HB,SEA,1,20,8,2,36.9,38,0,103,0,1,8,67,137.0,3,4,29,0,9,77.4,75.1,77.7,,42.4,59.1,77.3,60.0,23,0,6,2,14,21,0,0,3,22,1,103,67,3.35,5.2,0.43,10
1,James Cook,83666,HB,BUF,1,19,3,1,21.1,15,0,71,0,1,3,35,33.5,1,4,4,0,8,77.3,76.4,75.6,,68.8,63.8,76.0,60.0,15,0,32,3,14,21,0,0,3,22,0,71,35,1.84,3.7,2.29,11
1,Bijan Robinson,123126,HB,ATL,1,18,5,0,0.0,0,0,68,0,1,5,55,79.7,2,5,2,0,2,77.8,87.0,76.8,,82.5,86.7,79.2,60.0,13,0,43,5,22,20,0,0,5,23,0,68,55,3.06,3.8,1.95,16
1,Kyren Williams,97118,HB,LA,1,18,1,0,0.0,0,0,50,0,0,1,42,11.1,0,5,26,0,8,78.3,66.5,77.2,,83.5,54.0,68.6,60.0,9,0,4,3,39,21,0,0,3,21,1,50,42,2.33,2.8,0.1,10
1,David Montgomery,45719,HB,DET,1,17,7,1,23.1,21,0,91,0,0,7,56,128.1,1,6,11,0,8,76.0,86.6,74.5,,72.4,53.1,88.5,60.0,21,0,2,1,12,17,0,0,1,18,1,91,56,3.29,5.4,0.17,7
1,Tony Pollard,27126,HB,TEN,1,16,4,1,31.7,26,0,82,1,0,4,71,93.4,3,5,31,0,10,76.7,57.0,75.7,,74.2,44.8,62.0,59.1,26,0,12,3,15,21,0,0,4,19,1,82,71,4.44,5.1,0.8,6
