Week,player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
1,Calais Campbell,4364,DI,MIA,1,0,1.5,0,0,17,61.1,74.1,77.6,70.6,65.7,26.8,33.3,1,0,12,12,16.7,2,2
1,Brandon Graham,5538,ED,PHI,1,1,,0,0,24,60.8,76.9,75.8,65.9,74.3,70.5,0.0,0,0,10,13,0.0,0,0
1,Jerry Hughes,5556,ED,HST,1,0,,0,0,13,,46.7,74.2,56.1,52.1,,,0,0,5,5,0.0,0,0
1,Linval Joseph,5571,DI,DAL,1,0,,0,0,9,,65.3,74.9,62.3,61.3,,,0,0,3,3,0.0,0,0
1,Von Miller,6154,ED,BUF,1,0,4.0,0,0,4,60.0,69.8,76.4,66.6,62.6,72.0,0.0,0,0,9,9,11.1,1,1
1,Cameron Jordan,6176,ED,NO,1,1,,0,0,20,,51.8,76.8,49.0,61.4,69.6,0.0,0,0,6,6,0.0,0,0
1,Cameron Heyward,6183,DI,PIT,1,0,2.0,0,0,25,,89.4,75.1,73.3,81.6,71.8,0.0,0,0,16,17,25.0,4,4
1,Stephon Gilmore,7016,CB,MIN,1,0,7.0,0,0,18,75.6,75.8,77.7,,66.6,57.9,0.0,0,0,16,16,0.0,0,1
1,Bobby Wagner,7050,LB,WAS,1,3,-3.0,0,0,32,43.0,56.3,76.9,61.9,72.8,48.2,14.3,1,0,27,27,11.1,3,3
1,Lavonte David,7060,LB,TB,1,0,3.3,0,0,30,53.9,54.8,74.2,57.2,59.5,29.7,20.0,1,0,22,22,9.1,2,4
1,Demario Davis,7079,LB,NO,1,1,2.0,0,0,20,51.9,61.5,74.4,65.9,71.1,80.5,0.0,0,0,10,11,10.0,1,1
1,Rodney McLeod,7271,S,CLV,1,0,,0,0,8,63.3,65.1,69.3,,62.2,,,0,0,7,8,0.0,0,0
1,Harrison Smith,7641,S,MIN,1,0,,0,0,18,87.5,90.4,78.6,56.1,65.6,85.6,,0,0,18,18,0.0,0,0
1,Darius Slay,7817,CB,PHI,1,1,4.0,0,1,24,67.5,71.9,77.1,,81.1,79.0,0.0,0,0,20,24,5.0,1,1
1,Johnathan Hankins,7830,DI,SEA,1,0,1.5,0,0,29,,53.4,75.3,56.5,54.9,68.3,0.0,0,0,10,10,20.0,2,2
1,Tyrann Mathieu,7850,S,NO,1,0,4.0,0,1,20,72.3,81.8,73.2,58.3,75.5,52.2,33.3,1,0,7,8,14.3,1,2
1,John Jenkins,7863,DI,LV,1,1,1.8,0,0,23,,83.6,76.7,66.5,79.2,72.0,0.0,0,0,18,19,27.8,5,5
1,William Gholston,7908,DI,TB,1,1,,0,0,30,,59.5,74.7,61.9,57.3,67.4,0.0,0,0,10,10,0.0,0,0
1,Jordan Poyer,8000,S,MIA,1,0,9.0,0,0,17,47.7,42.2,0.0,,61.2,82.3,0.0,0,1,24,25,0.0,0,3
1,Jadeveon Clowney,8636,ED,CAR,1,0,4.0,0,0,5,61.2,69.5,78.4,56.0,72.7,69.9,0.0,0,0,21,23,4.8,1,1
1,Khalil Mack,8640,ED,LAC,1,0,,0,0,27,66.4,87.2,79.1,72.4,75.5,71.2,,0,0,11,11,0.0,0,0
1,C.J. Mosley,8652,LB,NYJ,1,0,2.5,0,0,22,63.1,67.5,77.4,39.3,72.4,49.1,20.0,1,0,33,33,9.1,3,4
1,Jimmie Ward,8665,S,HST,1,0,5.0,0,0,13,36.0,39.2,74.0,58.2,67.9,80.7,0.0,0,0,19,20,0.0,0,2
1,DeMarcus Lawrence,8669,ED,DAL,1,0,2.0,0,0,9,60.2,57.9,81.1,59.2,52.9,25.8,33.3,1,0,8,9,12.5,1,2
1,Kyle Van Noy,8675,ED,BLT,1,0,5.0,0,0,3,,58.5,74.5,62.2,55.2,28.6,50.0,1,0,6,7,0.0,0,1
1,DaQuan Jones,8747,DI,BUF,1,1,2.0,0,0,4,,65.4,78.5,73.3,53.8,68.3,0.0,0,0,19,20,5.3,1,1
1,Shelby Harris,8869,DI,CLV,1,0,-1.0,0,0,8,61.4,62.2,75.7,50.1,62.9,69.9,0.0,0,0,13,13,7.7,1,1
1,C.J. Goodwin,9243,CB,DAL,1,0,,0,0,9,60.2,62.2,69.1,,60.0,,,0,0,3,3,0.0,0,0
