week,player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
1,Joe Tippmann,101568,G,NYJ,1,0,22,80.1,0,0,25,100.0,100.0,100.0,0,0,0,26,26,74.6,0,0,13,100.0,100.0,100.0,0,0,13,13
1,Asim Richards,99674,T,NO,1,0,20,54.1,0,2,23,100.0,100.0,95.7,0,2,0,26,26,34.4,0,1,12,100.0,100.0,95.8,1,0,12,12
1,John Simpson,41715,G,NYJ,1,0,22,79.6,0,2,25,100.0,100.0,96.0,1,2,0,25,25,74.6,0,2,13,100.0,100.0,92.3,2,0,13,13
1,JC Latham,146596,T,TEN,1,0,31,45.3,0,1,23,100.0,100.0,93.5,1,2,1,25,25,38.7,0,0,10,100.0,100.0,90.0,1,1,10,10
1,Aaron Banks,59983,G,GB,1,0,12,63.1,0,1,23,100.0,100.0,97.8,0,1,0,24,24,48.0,0,1,11,100.0,100.0,95.5,1,0,12,12
1,Rasheed Walker,81798,T,GB,1,0,12,63.8,0,2,23,100.0,100.0,95.7,0,2,0,24,24,72.9,0,2,11,100.0,100.0,90.9,2,0,12,12
1,Elgton Jenkins,46298,C,GB,1,0,12,35.1,1,0,23,100.0,100.0,97.8,0,1,0,24,24,17.7,1,0,11,100.0,100.0,95.5,1,0,12,12
1,Dalton Risner,47008,G,CIN,1,0,7,64.8,0,1,23,100.0,100.0,97.8,0,1,0,24,24,64.2,0,1,15,100.0,100.0,96.7,1,0,16,16
1,Roger Rosengarten,131912,T,BLT,1,0,3,69.7,0,0,22,100.0,100.0,100.0,0,0,0,23,23,81.6,0,0,10,100.0,100.0,100.0,0,0,11,11
1,Andrew Vorhees,60818,G,BLT,1,0,3,64.5,0,1,22,100.0,100.0,97.7,0,1,0,23,23,84.4,0,0,10,100.0,100.0,100.0,0,0,11,11
1,Beaux Limmer,99067,G,LA,1,0,26,27.6,1,0,22,100.0,100.0,93.2,0,2,1,23,23,34.1,0,0,6,100.0,100.0,83.3,1,1,6,6
1,Tyler Linderbaum,82291,C,BLT,1,0,3,43.4,0,0,22,100.0,100.0,100.0,0,0,0,23,23,80.4,0,0,10,100.0,100.0,100.0,0,0,11,11
1,Ronnie Stanley,10640,T,BLT,1,0,3,73.4,0,0,22,100.0,100.0,100.0,0,0,0,23,23,57.6,0,0,10,100.0,100.0,100.0,0,0,11,11
1,Daniel Faalele,81734,G,BLT,1,0,3,64.5,0,1,22,100.0,100.0,93.2,0,2,1,23,23,44.8,0,1,10,100.0,100.0,85.0,2,1,11,11
1,Zach Tom,55443,T,GB,1,0,12,76.8,0,0,19,100.0,100.0,100.0,0,0,0,20,20,74.1,0,0,9,100.0,100.0,100.0,0,0,10,10
1,Steve Avila,77319,G,LA,1,0,26,66.5,0,0,16,100.0,100.0,100.0,0,0,0,17,17,80.2,0,0,4,100.0,100.0,100.0,0,0,4,4
1,Sean Rhyan,72009,C,GB,1,0,12,84.2,0,0,14,100.0,100.0,100.0,0,0,0,14,14,82.5,0,0,8,100.0,100.0,100.0,0,0,8,8
1,Rhamondre Stevenson,98689,HB,NE,1,0,19,56.4,0,0,12,34.3,36.1,100.0,0,0,0,13,36,65.0,0,0,5,26.3,26.3,100.0,0,0,5,19
1,Ashton Jeanty,157196,HB,LV,1,0,23,46.4,0,1,12,36.4,35.3,95.8,0,1,0,12,34,45.7,0,0,5,35.7,35.7,100.0,0,0,5,14
1,Jamaree Salyer,81656,T,LAC,1,0,27,83.1,0,0,11,100.0,100.0,100.0,1,0,0,12,12,81.7,0,0,7,100.0,100.0,100.0,0,0,8,8
1,Tony Pollard,27126,HB,TEN,1,0,31,38.4,1,0,11,35.5,33.3,86.4,0,2,1,11,33,19.6,1,0,5,33.3,33.3,70.0,2,1,5,15
1,Jarrett Patterson,81775,G,HST,1,0,13,65.3,0,0,9,100.0,100.0,100.0,0,0,0,11,11,48.3,0,0,3,100.0,100.0,100.0,0,0,4,4
1,Olisaemeka Udoh,28394,T,TEN,1,0,31,18.5,1,0,11,100.0,100.0,86.4,0,2,1,11,11,56.1,1,0,5,100.0,100.0,90.0,1,0,5,5
1,Jordan Morgan,98652,G,GB,1,0,12,67.3,0,1,9,100.0,100.0,94.4,0,1,0,10,10,80.1,0,0,3,100.0,100.0,100.0,0,0,4,4
1,Jack Conklin,10642,T,CLV,1,0,8,59.4,0,1,6,100.0,100.0,91.7,0,1,0,10,10,54.8,0,1,2,100.0,100.0,75.0,1,0,3,3
1,Larry Borom,59879,T,MIA,1,0,17,76.4,0,0,9,100.0,100.0,100.0,0,0,0,10,10,75.2,0,0,3,100.0,100.0,100.0,0,0,3,3
1,Bijan Robinson,123126,HB,ATL,1,0,2,74.3,1,0,8,18.2,19.1,93.7,0,1,0,9,47,79.8,0,0,3,13.0,12.5,100.0,0,0,3,24
1,Cole Kmet,60995,TE,CHI,1,0,6,51.2,0,1,8,21.1,22.5,93.7,0,1,0,9,40,69.0,0,0,2,10.0,10.0,100.0,0,0,2,20
1,Hunter Henry,10669,TE,NE,1,0,19,67.3,0,0,9,18.8,18.4,100.0,0,0,0,9,49,48.2,0,0,2,7.7,7.7,100.0,0,0,2,26
1,Kyren Williams,97118,HB,LA,1,1,26,22.7,0,2,7,29.2,30.8,71.4,1,3,1,8,26,19.5,0,1,2,33.3,33.3,75.0,1,0,2,6
1,Dare Ogunbowale,12329,HB,HST,1,0,13,54.8,0,0,5,38.5,46.7,100.0,0,0,0,7,15,49.1,0,0,3,42.9,55.6,100.0,0,0,5,9
1,Bucky Irving,144970,HB,TB,1,0,30,48.8,0,1,6,22.2,25.0,91.7,0,1,0,7,28,80.0,0,0,3,25.0,30.8,100.0,0,0,4,13
1,Alvin Kamara,11822,HB,NO,1,0,20,18.5,0,2,7,17.1,15.6,85.7,0,2,0,7,45,16.7,0,1,3,16.7,15.0,83.3,1,0,3,20
1,D'Andre Swift,57212,HB,CHI,1,0,6,84.5,0,0,5,14.7,16.2,100.0,0,0,0,6,37,76.7,0,0,2,10.0,9.5,100.0,0,0,2,21
1,Andrew Ogletree,138351,TE,IND,1,0,14,76.1,0,0,6,54.5,54.5,100.0,0,0,0,6,11,,0,0,0,0.0,0.0,,0,0,0,1
1,Lucas Patrick,11435,G,CIN,1,0,7,79.7,0,0,6,100.0,100.0,100.0,0,0,0,6,6,77.2,0,0,3,100.0,100.0,100.0,0,0,3,3
1,Brett Toth,46848,C,PHI,1,0,24,80.7,0,0,6,100.0,100.0,100.0,0,0,0,6,6,80.7,0,0,6,100.0,100.0,100.0,0,0,6,6
1,Chris Manhertz,10211,TE,NYG,1,0,21,74.5,0,0,5,62.5,66.7,100.0,0,0,0,6,9,69.6,0,0,1,50.0,50.0,100.0,0,0,1,2
1,Charlie Woerner,42257,TE,ATL,1,0,2,62.5,0,0,5,45.5,46.2,100.0,0,0,0,6,13,,0,0,0,0.0,0.0,,0,0,0,2
1,Tyrone Tracy,84226,HB,NYG,1,0,21,27.6,0,0,3,9.1,15.8,100.0,0,0,0,6,38,16.1,0,0,1,7.7,20.0,100.0,0,0,3,15
1,Josh Jacobs,45953,HB,GB,1,0,12,42.0,0,0,5,25.0,28.6,100.0,0,0,0,6,21,32.1,0,0,3,33.3,40.0,100.0,0,0,4,10
1,James Conner,11860,HB,ARZ,1,0,1,25.7,0,0,5,19.2,20.7,100.0,0,0,0,6,29,59.1,0,0,2,25.0,25.0,100.0,0,0,2,8
1,Michael Mayer,122906,TE,LV,1,0,23,77.4,0,0,6,27.3,27.3,100.0,0,0,0,6,22,71.6,0,0,1,14.3,14.3,100.0,0,0,1,7
1,Ian Thomas,42130,TE,LV,1,0,23,75.4,0,0,6,75.0,75.0,100.0,0,0,0,6,8,,0,0,0,,,,0,0,0,0
1,Mo Alie-Cox,12078,TE,IND,1,0,14,75.5,0,0,6,37.5,35.3,100.0,1,0,0,6,17,,0,0,0,0.0,0.0,,0,0,0,2
1,Breece Hall,97636,HB,NYJ,1,0,22,79.7,0,0,5,38.5,42.9,100.0,0,0,0,6,14,76.6,0,0,2,50.0,50.0,100.0,0,0,2,4
1,Jonathan Taylor,57488,HB,IND,1,0,14,83.5,0,0,6,20.0,20.0,100.0,0,0,0,6,30,79.0,0,0,2,18.2,18.2,100.0,0,0,2,11
1,Darnell Washington,124044,TE,PIT,1,0,25,63.5,0,0,6,42.9,42.9,100.0,0,0,0,6,14,70.2,0,0,1,33.3,33.3,100.0,0,0,1,3
1,Jerome Ford,83601,HB,CLV,1,0,8,52.4,0,2,5,16.7,17.6,80.0,0,2,0,6,34,51.0,0,2,4,25.0,29.4,75.0,2,0,5,17
1,Chigoziem Okonkwo,84000,TE,TEN,1,0,31,75.2,0,0,3,9.7,15.2,100.0,0,0,0,5,33,69.2,0,0,2,15.4,15.4,100.0,0,0,2,13
1,Derrick Henry,10679,HB,BLT,1,0,3,66.6,0,0,4,44.4,50.0,100.0,0,0,0,5,10,57.8,0,0,2,66.7,75.0,100.0,0,0,3,4
1,Austin Hooper,10715,TE,NE,1,0,19,75.1,0,0,5,35.7,35.7,100.0,0,0,0,5,14,72.1,0,0,2,33.3,33.3,100.0,0,0,2,6
1,Jonnu Smith,11855,TE,PIT,1,0,25,36.6,0,0,5,21.7,20.0,100.0,0,0,0,5,25,,0,0,0,0.0,0.0,,0,0,0,7
1,John Bates,42275,TE,WAS,1,0,32,73.2,0,0,5,41.7,35.7,100.0,0,0,0,5,14,,0,0,0,0.0,0.0,,0,0,0,3
1,Nick Chubb,45783,HB,HST,1,0,13,80.2,0,0,5,35.7,31.3,100.0,0,0,0,5,16,72.4,0,0,1,16.7,14.3,100.0,0,0,1,7
1,Chuba Hubbard,57373,HB,CAR,1,0,5,27.1,0,0,4,17.4,19.2,100.0,0,0,0,5,26,61.9,0,0,3,21.4,25.0,100.0,0,0,4,16
1,Kenneth Gainwell,77737,HB,PIT,1,0,25,65.2,0,0,4,20.0,22.7,75.0,0,1,1,5,22,55.3,0,0,2,33.3,42.9,50.0,1,1,3,7
1,Scott Matlock,82482,FB,LAC,1,0,27,61.1,0,2,5,55.6,55.6,80.0,0,2,0,5,9,,0,0,0,,,,0,0,0,0
1,Zach Charbonnet,97630,HB,SEA,1,0,29,42.6,0,1,5,33.3,29.4,90.0,0,1,0,5,17,35.1,0,1,4,40.0,36.4,87.5,1,0,4,11
1,Jaylen Warren,98692,HB,PIT,1,0,25,57.9,0,0,5,35.7,35.7,100.0,0,0,0,5,14,73.4,0,0,1,25.0,25.0,100.0,0,0,1,4
1,Adam Trautman,109795,TE,DEN,1,0,10,64.8,1,0,5,23.8,23.8,90.0,0,1,0,5,21,74.3,0,0,2,28.6,28.6,100.0,0,0,2,7
1,Theo Johnson,129787,TE,NYG,1,0,21,73.5,0,0,4,11.1,11.9,100.0,0,0,0,5,42,69.6,0,0,1,6.3,5.6,100.0,0,0,1,18
1,Omarion Hampton,162750,HB,LAC,1,0,27,18.7,0,1,5,16.7,16.1,90.0,0,1,0,5,31,9.0,0,1,3,18.8,17.6,83.3,1,0,3,17
1,Dylan Sampson,163772,HB,CLV,1,0,8,59.2,0,1,3,16.7,21.1,83.3,0,1,0,4,19,,0,0,0,0.0,0.0,,0,0,0,6
1,Darian Kinnard,51789,T,GB,1,0,12,31.5,0,0,4,100.0,100.0,100.0,0,0,0,4,4,18.8,0,0,2,100.0,100.0,100.0,0,0,2,2
1,Najee Harris,57121,HB,LAC,1,0,27,21.4,0,1,4,40.0,36.4,87.5,0,1,0,4,11,21.4,0,1,4,57.1,50.0,87.5,1,0,4,8
1,Brock Wright,60994,TE,DET,1,0,11,56.8,0,1,4,40.0,40.0,87.5,0,1,0,4,10,,0,0,0,,,,0,0,0,0
1,Austin Ekeler,12164,HB,WAS,1,0,32,58.9,0,0,4,17.4,16.7,100.0,0,0,0,4,24,26.9,0,0,1,8.3,7.7,100.0,0,0,1,13
1,Tucker Kraft,104034,TE,GB,1,0,12,72.9,0,0,4,18.2,17.4,100.0,0,0,0,4,23,,0,0,0,0.0,0.0,,0,0,0,12
1,Jordan Mason,62946,HB,MIN,1,0,18,61.8,0,0,4,36.4,33.3,100.0,0,0,0,4,12,58.8,0,0,3,75.0,75.0,100.0,0,0,3,4
1,De'Von Achane,124305,HB,MIA,1,0,17,41.0,0,0,4,16.0,15.4,75.0,0,1,1,4,26,74.1,0,0,1,14.3,14.3,100.0,0,0,1,7
1,Rico Dowdle,40693,HB,CAR,1,0,5,14.0,0,1,4,23.5,23.5,87.5,0,1,0,4,17,9.2,0,1,3,25.0,25.0,83.3,1,0,3,12
1,Christian McCaffrey,11763,HB,SF,1,0,28,13.5,1,0,3,9.4,11.4,50.0,0,2,1,4,35,,0,0,0,0.0,0.0,,0,0,0,16
1,Aaron Jones,11937,HB,MIN,1,0,18,28.6,0,0,2,13.3,20.0,100.0,0,0,0,4,20,78.1,0,0,2,25.0,22.2,100.0,0,0,2,9
1,Luke Schoonmaker,84005,TE,DAL,1,0,9,74.8,0,0,3,42.9,50.0,100.0,0,0,0,4,8,,0,0,0,0.0,0.0,,0,0,0,2
1,Travis Etienne Jr.,57185,HB,JAX,1,0,15,25.0,0,0,4,22.2,21.1,100.0,0,0,0,4,19,5.3,0,0,1,10.0,10.0,100.0,0,0,1,10
1,Cade Otton,61071,TE,TB,1,0,30,75.4,0,0,3,8.8,8.6,100.0,0,0,0,3,35,,0,0,0,0.0,0.0,,0,0,0,21
1,Tyler Warren,129798,TE,IND,1,0,14,78.3,0,0,3,11.1,10.7,100.0,0,0,0,3,28,,0,0,0,0.0,0.0,,0,0,0,12
1,Grant Calcaterra,60997,TE,PHI,1,0,24,69.6,0,0,3,23.1,23.1,100.0,0,0,0,3,13,,0,0,0,0.0,0.0,,0,0,0,6
1,Jack Stoll,42058,TE,NO,1,0,20,70.5,0,0,3,37.5,37.5,100.0,0,0,0,3,8,,0,0,0,0.0,0.0,,0,0,0,2
1,Noah Gray,60878,TE,KC,1,0,16,74.1,0,0,3,16.7,15.8,100.0,0,0,0,3,19,,0,0,0,0.0,0.0,,0,0,0,3
1,Blake Corum,129574,HB,LA,1,0,26,75.7,0,0,3,37.5,37.5,100.0,0,0,0,3,8,73.4,0,0,1,33.3,33.3,100.0,0,0,1,3
1,Durham Smythe,47257,TE,CHI,1,0,6,73.2,0,0,3,75.0,75.0,100.0,0,0,0,3,4,,0,0,0,,,,0,0,0,0
1,Drew Sample,47259,TE,CIN,1,0,7,72.7,0,0,3,20.0,18.8,100.0,0,0,0,3,16,69.3,0,0,1,14.3,12.5,100.0,0,0,1,8
1,J.K. Dobbins,57366,HB,DEN,1,0,10,77.4,0,0,3,18.8,15.8,100.0,0,0,0,3,19,76.2,0,0,2,33.3,25.0,100.0,0,0,2,8
1,Jeremy Ruckert,84029,TE,NYJ,1,0,22,71.4,0,0,3,33.3,30.0,100.0,0,0,0,3,10,,0,0,0,0.0,0.0,,0,0,0,5
1,Samaje Perine,11869,HB,CIN,1,0,7,80.9,0,0,3,23.1,23.1,100.0,0,0,0,3,13,79.4,0,0,2,16.7,16.7,100.0,0,0,2,12
1,Jacory Croskey-Merritt,102382,HB,WAS,1,0,32,52.9,0,0,1,12.5,27.3,100.0,0,0,0,3,11,29.0,0,0,0,0.0,33.3,,0,0,1,3
1,Colby Parkinson,52266,TE,LA,1,0,26,72.4,0,0,3,25.0,25.0,100.0,0,0,0,3,12,,0,0,0,,,,0,0,0,0
1,Cam Skattebo,147787,HB,NYG,1,0,21,77.0,0,0,2,40.0,50.0,100.0,0,0,0,3,6,72.4,0,0,1,33.3,33.3,100.0,0,0,1,3
1,Chris Brooks,83644,HB,GB,1,0,12,81.9,0,0,3,50.0,50.0,100.0,0,0,0,3,6,80.0,0,0,2,100.0,100.0,100.0,0,0,2,2
1,Johnny Mundt,12206,TE,JAX,1,0,15,70.3,0,0,2,20.0,27.3,100.0,0,0,0,3,11,,0,0,0,0.0,0.0,,0,0,0,4
1,Braelon Allen,145159,HB,NYJ,1,0,22,78.1,0,0,3,50.0,50.0,100.0,0,0,0,3,6,75.0,0,0,1,33.3,33.3,100.0,0,0,1,3
1,Gunnar Helm,144726,TE,TEN,1,0,31,29.4,0,1,2,25.0,33.3,75.0,0,1,0,3,9,44.5,0,1,1,33.3,33.3,50.0,1,0,1,3
1,Ja'Tavion Sanders,144717,TE,CAR,1,0,5,73.0,0,0,2,7.1,10.0,100.0,0,0,0,3,30,70.4,0,0,1,5.3,5.0,100.0,0,0,1,20
1,Javonte Williams,77803,HB,DAL,1,0,9,19.2,0,0,2,7.1,9.7,100.0,0,0,0,3,31,0.5,0,0,1,6.3,5.9,100.0,0,0,1,17
1,Chase Brown,77787,HB,CIN,1,0,7,75.2,0,0,3,18.8,17.6,100.0,0,0,0,3,17,74.4,0,0,1,16.7,14.3,100.0,0,0,1,7
1,Reggie Gilliam,40951,FB,BUF,1,0,4,78.6,0,0,3,100.0,100.0,100.0,0,0,0,3,3,,0,0,0,,,,0,0,0,0
1,Kyle Monangai,129891,HB,CHI,1,1,6,1.8,0,2,2,22.2,22.2,50.0,1,2,0,2,9,7.5,0,1,1,33.3,33.3,50.0,1,0,1,3
1,Daniel Bellinger,84041,TE,NYG,1,0,21,73.9,0,0,2,20.0,20.0,100.0,0,0,0,2,10,,0,0,0,0.0,0.0,,0,0,0,3
1,Isiah Pacheco,83747,HB,KC,1,0,16,75.3,0,0,2,9.1,8.0,100.0,0,0,0,2,25,,0,0,0,0.0,0.0,,0,0,0,6
1,Julian Hill,88685,TE,MIA,1,0,17,48.3,0,0,2,11.8,11.1,100.0,0,0,0,2,18,,0,0,0,0.0,0.0,,0,0,0,4
1,Connor Heyward,57301,TE,PIT,1,0,25,75.1,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
1,Cade Stover,101486,TE,HST,1,0,13,70.2,0,0,2,14.3,13.3,100.0,0,0,0,2,15,,0,0,0,0.0,0.0,,0,0,0,7
1,Brenton Strange,101694,TE,JAX,1,0,15,71.3,0,0,2,8.3,8.0,100.0,0,0,0,2,25,,0,0,0,0.0,0.0,,0,0,0,16
1,Jahmyr Gibbs,122474,HB,DET,1,0,11,47.5,0,0,2,6.7,6.5,100.0,0,0,0,2,31,,0,0,0,0.0,0.0,,0,0,0,18
1,Saquon Barkley,45791,HB,PHI,1,0,24,27.4,0,0,2,6.9,6.9,100.0,0,0,0,2,29,20.4,0,0,1,4.8,4.8,100.0,0,0,1,21
1,AJ Barner,129433,TE,SEA,1,0,29,72.1,0,0,2,10.0,8.7,100.0,0,0,0,2,23,71.6,0,0,1,7.1,6.3,100.0,0,0,1,16
1,Ty Johnson,45769,HB,BUF,1,0,4,42.8,0,0,2,10.0,8.7,100.0,0,0,0,2,23,,0,0,0,0.0,0.0,,0,0,0,9
1,Luke Farrell,42353,TE,SF,1,0,28,73.7,0,0,2,12.5,11.8,100.0,0,0,0,2,17,,0,0,0,0.0,0.0,,0,0,0,8
1,Rachaad White,131633,HB,TB,1,0,30,17.9,0,1,2,20.0,20.0,75.0,0,1,0,2,10,17.9,0,1,2,25.0,25.0,75.0,1,0,2,8
1,Benjamin Yurosek,131786,TE,MIN,1,0,18,75.7,0,0,1,50.0,50.0,100.0,0,0,0,2,4,,0,0,0,,0.0,,0,0,0,1
1,T.J. Hockenson,40912,TE,MIN,1,0,18,72.3,0,0,2,8.7,7.1,100.0,0,0,0,2,28,65.2,0,0,1,8.3,7.7,100.0,0,0,1,13
1,Isaiah Davis,138299,HB,NYJ,1,0,22,79.4,0,0,2,33.3,33.3,100.0,0,0,0,2,6,79.4,0,0,2,33.3,33.3,100.0,0,0,2,6
1,Miles Sanders,40555,HB,DAL,1,0,9,76.0,0,0,1,25.0,28.6,100.0,0,0,0,2,7,,0,0,0,0.0,0.0,,0,0,0,3
1,Zaire Mitchell-Paden,145197,TE,BLT,1,0,3,72.5,0,0,2,66.7,66.7,100.0,0,0,0,2,3,,0,0,0,,,,0,0,0,0
1,Jakob Johnson,32565,FB,HST,1,0,13,74.4,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
1,Brock Bowers,146715,TE,LV,1,0,23,72.7,0,0,2,7.4,7.1,100.0,0,0,0,2,28,,0,0,0,0.0,0.0,,0,0,0,15
1,Blake Fisher,147479,T,HST,1,0,13,18.7,0,0,1,100.0,100.0,100.0,1,0,0,2,2,,0,0,0,,,,0,0,0,0
1,Mason Taylor,157122,TE,NYJ,1,0,22,68.4,0,0,2,8.7,8.3,100.0,0,0,0,2,24,,0,0,0,0.0,0.0,,0,0,0,11
1,LeQuint Allen,158290,HB,JAX,1,0,15,79.4,0,0,2,25.0,25.0,100.0,0,0,0,2,8,79.4,0,0,2,40.0,40.0,100.0,0,0,2,5
1,Colston Loveland,158540,TE,CHI,1,0,6,74.7,0,1,2,8.7,8.0,75.0,0,1,0,2,25,,0,0,0,0.0,0.0,,0,0,0,10
1,Woody Marks,124179,HB,HST,1,0,13,3.1,0,1,1,25.0,25.0,50.0,0,1,0,1,4,3.1,0,1,1,50.0,50.0,50.0,1,0,1,2
1,Alex Palczewski,59738,G,DEN,1,0,10,68.7,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0
1,Justice Hill,45865,HB,BLT,1,0,3,17.9,0,0,1,7.1,7.1,100.0,0,0,0,1,14,17.9,0,0,1,14.3,14.3,100.0,0,0,1,7
1,Hunter Luepke,91319,FB,DAL,1,0,9,68.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
1,Tip Reiman,129423,TE,ARZ,1,0,1,70.2,0,0,1,6.7,5.6,100.0,0,0,0,1,18,,0,0,0,0.0,0.0,,0,0,0,2
1,James Cook,83666,HB,BUF,1,0,4,69.7,0,0,1,3.6,3.3,100.0,0,0,0,1,30,,0,0,0,0.0,0.0,,0,0,0,19
1,Kyle Pitts,83964,TE,ATL,1,0,2,69.0,0,0,1,2.5,2.3,100.0,1,0,0,1,43,,0,0,0,0.0,0.0,,0,0,0,24
1,Austin Deculus,59821,T,LAC,1,0,27,70.2,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
1,James Daniels,45576,G,MIA,1,0,17,71.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
1,Jaylon Moore,43678,T,KC,1,0,16,67.2,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
1,Kareem Hunt,11841,HB,KC,1,0,16,5.2,0,1,1,5.6,5.6,50.0,0,1,0,1,18,,0,0,0,0.0,0.0,,0,0,0,6
1,RJ Harvey,99622,HB,DEN,1,0,10,73.1,0,0,1,6.7,6.7,100.0,0,0,0,1,15,73.1,0,0,1,14.3,14.3,100.0,0,0,1,7
1,Travis Kelce,7844,TE,KC,1,0,16,66.3,0,0,1,2.6,2.5,100.0,0,0,0,1,40,,0,0,0,0.0,0.0,,0,0,0,13
1,Travis Vokolek,61004,TE,ARZ,1,0,1,73.4,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,,,,0,0,0,0
1,Payne Durham,84037,TE,TB,1,0,30,72.2,0,0,1,16.7,16.7,100.0,0,0,0,1,6,,0,0,0,,,,0,0,0,0
1,Ko Kieft,41372,TE,TB,1,0,30,70.2,0,0,1,33.3,33.3,100.0,0,0,0,1,3,,0,0,0,,,,0,0,0,0
1,Ollie Gordon II,157792,HB,MIA,1,0,17,72.4,0,0,1,10.0,10.0,100.0,0,0,0,1,10,72.4,0,0,1,33.3,33.3,100.0,0,0,1,3
1,Trey Benson,131705,HB,ARZ,1,0,1,74.6,0,0,1,9.1,8.3,100.0,0,0,0,1,12,,0,0,0,0.0,0.0,,0,0,0,5
1,Jake Ferguson,61081,TE,DAL,1,0,9,70.3,0,0,1,3.4,2.9,100.0,0,0,0,1,35,,0,0,0,0.0,0.0,,0,0,0,18
1,Cooper Kupp,11824,WR,SEA,1,0,29,48.8,0,1,1,4.0,3.6,50.0,0,1,0,1,28,,0,0,0,0.0,0.0,,0,0,0,17
1,Tommy Tremble,84025,TE,CAR,1,0,5,69.8,0,0,1,7.1,6.7,100.0,0,0,0,1,15,,0,0,0,0.0,0.0,,0,0,0,8
1,Luke Musgrave,98499,TE,GB,1,0,12,65.9,0,0,1,20.0,20.0,100.0,0,0,0,1,5,,0,0,0,0.0,0.0,,0,0,0,3
1,Tyler Badie,83714,HB,DEN,1,0,10,74.1,0,0,1,8.3,7.1,100.0,0,0,0,1,14,74.1,0,0,1,14.3,12.5,100.0,0,0,1,8
1,David Njoku,11784,TE,CLV,1,0,8,62.4,0,0,1,2.4,2.2,100.0,0,0,0,1,45,62.4,0,0,1,5.0,4.8,100.0,0,0,1,21
1,DJ Giddens,144595,HB,IND,1,0,14,73.5,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,0.0,0.0,,0,0,0,1
1,Dalton Tucker,81717,G,IND,1,0,14,73.0,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
1,Elijah Higgins,98027,TE,ARZ,1,0,1,70.2,0,0,1,12.5,10.0,100.0,0,0,0,1,10,,0,0,0,,,,0,0,0,0
1,Connor Colby,144862,G,SF,1,0,28,71.1,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
1,Devin Singletary,40485,HB,NYG,1,0,21,73.0,0,0,1,14.3,14.3,100.0,0,0,0,1,7,,0,0,0,0.0,0.0,,0,0,0,3
1,Cody Ford,39805,T,CIN,1,0,7,73.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
1,Alec Anderson,81882,G,BUF,1,0,4,28.9,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
1,Theo Benedet,169632,T,CHI,1,0,6,70.2,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
1,Alec Ingold,34934,FB,MIA,1,0,17,76.7,0,0,1,14.3,14.3,100.0,0,0,0,1,7,,0,0,0,0.0,0.0,,0,0,0,1
1,Harold Fannin Jr.,163104,TE,CLV,1,0,8,66.3,0,0,1,3.1,2.8,100.0,1,0,0,1,36,,0,0,0,0.0,0.0,,0,0,0,13
1,Juwan Johnson,28305,TE,NO,1,0,20,69.1,0,0,1,2.2,1.9,100.0,0,0,0,1,52,,0,0,0,0.0,0.0,,0,0,0,24
1,John FitzPatrick,83974,TE,GB,1,0,12,73.4,0,0,1,20.0,20.0,100.0,0,0,0,1,5,,0,0,0,,,,0,0,0,0
1,Tanner Conner,22777,TE,MIA,1,0,17,46.5,0,1,1,4.5,4.3,50.0,0,1,0,1,23,46.5,0,1,1,14.3,14.3,50.0,1,0,1,7
1,Tyler Allgeier,83639,HB,ATL,1,0,2,72.4,0,0,1,14.3,12.5,100.0,0,0,0,1,8,,0,0,0,0.0,0.0,,0,0,0,2
1,Robert Tonyan,12193,TE,KC,1,0,16,66.2,0,0,1,50.0,50.0,100.0,0,0,0,1,2,,0,0,0,0.0,0.0,,0,0,0,1
